timestamp,grid_i_r,grid_i_y,grid_i_b,grid_i_n,grid_thdi_r,grid_thdi_y,grid_thdi_b,grid_thdi_n,load_i_r,load_i_y,load_i_b,load_i_n,load_thdi_r,load_thdi_y,load_thdi_b,load_thdi_n,volt_r,volt_y,volt_b,freq_r,freq_y,freq_b,thdu_r,thdu_y,thdu_b,grid_pf_r,grid_pf_y,grid_pf_b,grid_pf_n,load_pf_r,load_pf_y,load_pf_b,load_pf_n,comp_cur_r,comp_cur_y,comp_cur_b,comp_rate_r,comp_rate_y,comp_rate_b,grid_kvar_r,grid_kvar_y,grid_kvar_b,grid_kw_r,grid_kw_y,grid_kw_b,grid_kva_r,grid_kva_y,grid_kva_b,load_kvar_r,load_kvar_y,load_kvar_b,load_kw_r,load_kw_y,load_kw_b,load_kva_r,load_kva_y,load_kva_b,temp_j1,temp_j2,temp_j3
2026-03-08T09:03:30.246148,154.034,144.845,150.714,3.427,7.531,8.426,8.723,14.875,145.368,133.66,141.153,4.59,11.268,12.671,13.203,22.207,229.737,232.174,231.536,49.834,49.989,49.815,2.194,2.201,1.993,0.919,0.925,0.914,0.83,0.878,0.885,0.877,0.801,11.162,11.464,10.723,90.425,85.329,88.678,8.479,8.691,8.355,35.407,33.22,34.711,38.574,36.156,37.68,9.057,9.296,8.898,32.883,30.978,32.218,37.429,35.168,36.621,42.974,45.875,42.612
2026-03-08T09:03:31.307699,153.934,144.559,151.206,3.48,7.495,8.478,8.687,15.044,145.042,133.425,141.38,4.567,11.239,12.754,13.138,22.444,229.674,232.569,232.008,49.989,49.999,49.889,2.193,2.203,1.999,0.92,0.927,0.915,0.828,0.88,0.887,0.875,0.798,11.117,11.428,10.654,90.483,85.161,89.067,8.495,8.678,8.323,35.381,33.255,34.743,38.492,36.186,37.727,9.087,9.293,8.918,32.889,31.016,32.144,37.393,35.231,36.659,43.049,45.903,42.535
2026-03-08T09:03:32.259464,153.942,144.555,151.22,3.527,7.487,8.515,8.674,15.205,144.672,133.365,141.563,4.543,11.215,12.842,13.115,22.627,230.082,232.696,231.464,49.935,50.002,49.93,2.192,2.195,1.999,0.921,0.925,0.914,0.827,0.882,0.884,0.873,0.797,11.05,11.39,10.607,90.063,85.112,89.084,8.522,8.656,8.331,35.327,33.246,34.77,38.469,36.174,37.857,9.125,9.288,8.874,32.771,30.97,32.232,37.286,35.116,36.766,43.015,45.793,42.493
2026-03-08T09:03:33.262577,153.849,144.345,151.553,3.577,7.463,8.576,8.651,15.292,144.76,132.885,142.186,4.522,11.186,12.928,13.106,22.778,230.147,232.172,231.404,49.939,49.816,50.001,2.191,2.201,2.001,0.92,0.925,0.914,0.825,0.882,0.886,0.873,0.798,11.006,11.309,10.544,89.971,85.113,89.381,8.523,8.64,8.306,35.358,33.173,34.829,38.458,36.11,37.783,9.154,9.249,8.884,32.752,30.976,32.256,37.31,35.177,36.729,43.045,45.959,42.528
2026-03-08T09:03:34.308688,153.349,144.122,152.017,3.634,7.427,8.635,8.663,15.445,144.192,132.98,142.356,4.474,11.146,13.01,13.064,22.992,230.331,232.696,231.934,49.87,50.007,49.856,2.187,2.194,2.007,0.922,0.925,0.914,0.824,0.881,0.883,0.874,0.797,10.922,11.228,10.494,90.024,85.098,89.406,8.574,8.616,8.282,35.379,33.116,34.838,38.422,36.086,37.855,9.183,9.23,8.883,32.798,30.951,32.282,37.283,35.059,36.75,42.977,45.885,42.437
2026-03-08T09:03:35.262336,153.191,144.109,152.313,3.677,7.429,8.696,8.644,15.602,144.116,132.544,142.423,4.433,11.124,13.053,13.046,23.185,230.515,232.229,232.032,49.915,49.981,49.881,2.182,2.188,2.01,0.924,0.925,0.913,0.824,0.883,0.884,0.874,0.797,10.839,11.153,10.443,90.051,84.882,89.675,8.594,8.599,8.299,35.262,33.112,34.923,38.379,36.09,37.921,9.189,9.214,8.872,32.776,30.849,32.338,37.19,35.086,36.877,43.07,45.832,42.506
2026-03-08T09:03:36.274865,152.729,144.001,152.25,3.721,7.409,8.735,8.619,15.697,143.484,132.456,142.925,4.38,11.112,13.132,13.016,23.396,230.033,232.313,231.556,49.863,49.964,49.857,2.182,2.193,2.015,0.926,0.924,0.911,0.826,0.883,0.882,0.875,0.794,10.787,11.093,10.351,89.623,84.889,89.873,8.6,8.571,8.293,35.298,33.054,34.944,38.31,35.988,37.934,9.218,9.213,8.865,32.779,30.951,32.274,37.241,35.101,36.865,43.019,45.793,42.496
2026-03-08T09:03:37.737508,152.604,143.898,152.613,3.759,7.411,8.782,8.599,15.801,143.409,132.692,143.346,4.334,11.11,13.233,12.965,23.597,230.049,231.918,232.176,49.966,49.907,49.836,2.179,2.184,2.02,0.928,0.921,0.911,0.826,0.887,0.881,0.874,0.796,10.69,10.981,10.274,89.558,85.022,89.727,8.648,8.541,8.278,35.204,33.159,34.938,38.265,36.047,37.938,9.236,9.173,8.83,32.736,30.892,32.317,37.145,35.001,36.91,42.926,45.927,42.508
2026-03-08T09:03:38.280259,152.593,143.995,152.822,3.788,7.395,8.818,8.576,15.96,143.226,132.596,143.795,4.279,11.07,13.284,12.939,23.757,230.02,232.491,232.41,49.874,49.846,49.95,2.175,2.188,2.021,0.926,0.92,0.911,0.824,0.886,0.881,0.874,0.794,10.597,10.91,10.172,89.486,84.757,90.028,8.675,8.528,8.276,35.222,33.053,35.052,38.271,35.956,38.023,9.265,9.145,8.84,32.678,30.821,32.347,37.1,35.061,36.919,43.004,45.793,42.439
2026-03-08T09:03:39.279904,152.246,143.843,153.257,3.82,7.384,8.879,8.536,16.07,142.786,132.658,143.999,4.233,11.065,13.339,12.921,23.946,230.639,231.909,232.39,49.912,49.916,49.845,2.173,2.184,2.026,0.927,0.919,0.91,0.826,0.889,0.878,0.871,0.796,10.48,10.798,10.075,89.435,84.811,90.138,8.698,8.508,8.259,35.261,33.099,35.093,38.328,35.949,38.006,9.294,9.135,8.857,32.627,30.795,32.402,37.167,35.033,36.908,43.082,45.826,42.509
2026-03-08T09:03:40.294578,152.079,144.233,153.261,3.829,7.374,8.904,8.518,16.138,142.338,132.485,144.49,4.174,11.079,13.431,12.9,24.096,230.473,232.249,232.111,49.843,49.924,49.855,2.172,2.188,2.023,0.928,0.919,0.912,0.824,0.887,0.878,0.873,0.796,10.384,10.704,9.987,89.046,84.962,90.392,8.718,8.478,8.271,35.23,33.04,35.017,38.242,36.029,38.13,9.325,9.08,8.821,32.676,30.848,32.44,37.065,34.953,36.957,43.069,45.841,42.478
2026-03-08T09:03:41.319894,151.54,144.223,153.924,3.844,7.387,8.957,8.478,16.271,141.791,132.691,144.42,4.111,11.093,13.496,12.866,24.212,230.209,231.946,231.862,49.945,49.923,49.858,2.166,2.188,2.029,0.931,0.918,0.91,0.824,0.888,0.875,0.873,0.797,10.303,10.616,9.907,88.953,84.82,90.544,8.717,8.442,8.281,35.105,33.016,35.145,38.204,35.921,38.075,9.352,9.056,8.831,32.615,30.833,32.438,37.143,34.967,37.047,42.912,45.874,42.484
2026-03-08T09:03:42.296825,151.208,144.321,153.805,3.845,7.386,8.991,8.484,16.301,141.875,132.927,145.062,4.07,11.087,13.556,12.797,24.319,230.468,232.223,231.955,49.945,49.959,49.944,2.158,2.18,2.029,0.933,0.917,0.913,0.825,0.891,0.874,0.874,0.797,10.201,10.47,9.787,88.689,84.933,90.746,8.747,8.418,8.28,35.128,33.067,35.086,38.223,35.997,38.166,9.362,9.024,8.847,32.538,30.84,32.506,37.102,34.947,36.975,43.048,45.875,42.494
2026-03-08T09:03:43.289404,151.229,144.213,154.232,3.84,7.389,9.039,8.428,16.404,141.048,132.822,145.3,4.015,11.049,13.611,12.751,24.42,231.208,232.113,232.181,49.974,49.963,49.956,2.155,2.186,2.038,0.931,0.914,0.913,0.828,0.892,0.874,0.871,0.797,10.083,10.395,9.679,88.695,85.023,90.758,8.776,8.393,8.277,35.136,33.064,35.169,38.058,35.997,38.163,9.374,9.02,8.854,32.592,30.803,32.585,37.016,35.046,37.035,42.92,45.811,42.425
2026-03-08T09:03:44.307408,150.869,144.682,154.532,3.834,7.398,9.093,8.409,16.491,141.06,133.249,145.355,3.961,11.068,13.663,12.729,24.526,231.1,231.521,231.969,49.92,49.866,49.966,2.151,2.188,2.033,0.932,0.913,0.912,0.828,0.89,0.872,0.871,0.797,9.99,10.263,9.6,88.47,85.143,90.854,8.804,8.354,8.259,34.969,33.138,35.166,38.096,36.036,38.176,9.405,8.974,8.838,32.435,30.875,32.615,36.898,35.09,37.097,43.031,45.902,42.384
2026-03-08T09:03:45.333702,150.25,144.575,154.463,3.817,7.381,9.102,8.386,16.514,140.593,133.417,145.447,3.918,11.086,13.718,12.694,24.607,231.153,231.293,232.337,49.986,49.853,49.916,2.152,2.183,2.039,0.934,0.912,0.911,0.828,0.892,0.872,0.872,0.799,9.888,10.168,9.486,88.212,85.3,90.781,8.797,8.353,8.283,35.057,33.089,35.253,38.013,36.003,38.274,9.433,8.943,8.838,32.505,30.889,32.52,36.869,35.099,37.173,43.021,45.729,42.46
2026-03-08T09:03:46.305129,149.873,145.149,154.512,3.786,7.409,9.156,8.374,16.579,140.008,133.347,146.016,3.88,11.083,13.772,12.63,24.672,230.54,231.872,231.855,49.936,49.902,49.841,2.144,2.187,2.039,0.933,0.912,0.913,0.831,0.893,0.871,0.873,0.799,9.811,10.072,9.394,87.962,85.311,90.911,8.817,8.31,8.28,35.015,33.126,35.27,37.946,36.016,38.31,9.44,8.919,8.854,32.399,30.892,32.563,36.822,34.98,37.21,42.911,45.719,42.432
2026-03-08T09:03:47.325400,149.637,145.255,154.594,3.756,7.405,9.184,8.342,16.6,139.937,133.801,145.906,3.853,11.091,13.809,12.593,24.677,230.789,231.614,231.803,49.888,49.88,49.905,2.145,2.192,2.042,0.934,0.911,0.913,0.83,0.894,0.87,0.872,0.802,9.683,9.99,9.31,87.989,85.571,91.024,8.84,8.291,8.279,34.939,33.151,35.254,37.961,35.962,38.386,9.461,8.891,8.853,32.365,30.902,32.691,36.792,34.995,37.139,42.99,45.843,42.498
2026-03-08T09:03:48.308612,149.496,145.202,154.896,3.711,7.43,9.209,8.286,16.591,139.487,134.179,146.206,3.825,11.141,13.88,12.557,24.742,230.934,231.692,232.457,49.882,49.981,49.869,2.137,2.191,2.049,0.937,0.907,0.913,0.831,0.894,0.867,0.873,0.804,9.604,9.885,9.24,87.648,85.649,91.24,8.848,8.259,8.301,34.861,33.103,35.345,37.905,36.024,38.378,9.482,8.842,8.864,32.42,30.923,32.619,36.836,35.092,37.152,43.035,45.845,42.514
2026-03-08T09:03:49.303775,148.916,145.406,155.01,3.663,7.447,9.247,8.255,16.61,138.834,134.693,146.153,3.802,11.123,13.92,12.514,24.753,230.872,231.357,232.526,49.911,49.92,49.917,2.135,2.19,2.048,0.936,0.907,0.912,0.833,0.895,0.866,0.872,0.805,9.542,9.803,9.158,87.524,85.953,91.351,8.874,8.217,8.276,34.884,33.146,35.298,37.829,36.051,38.322,9.512,8.837,8.873,32.341,30.92,32.726,36.788,35.091,37.222,42.948,45.75,42.469
2026-03-08T09:03:50.313407,148.672,146.067,155.096,3.618,7.438,9.249,8.238,16.586,138.489,134.594,146.668,3.793,11.192,13.947,12.451,24.731,231.107,231.518,231.939,49.933,49.969,49.994,2.131,2.191,2.053,0.938,0.905,0.914,0.836,0.897,0.866,0.875,0.805,9.471,9.728,9.086,87.396,86.108,91.359,8.893,8.183,8.291,34.86,33.171,35.351,37.892,36.053,38.34,9.523,8.791,8.86,32.298,30.982,32.76,36.703,35.063,37.214,42.911,45.74,42.426
2026-03-08T09:03:51.316333,148.298,146.364,155.637,3.568,7.463,9.298,8.223,16.566,138.26,135.087,146.451,3.782,11.181,13.992,12.436,24.685,231.124,231.14,232.297,49.846,49.97,49.857,2.131,2.196,2.057,0.938,0.905,0.915,0.838,0.898,0.865,0.875,0.807,9.384,9.691,9.035,87.176,86.215,91.639,8.883,8.179,8.325,34.729,33.175,35.412,37.784,36.077,38.465,9.507,8.749,8.9,32.204,30.954,32.701,36.668,35.15,37.363,42.884,45.759,42.503
2026-03-08T09:03:52.369403,148.082,146.361,155.381,3.524,7.468,9.303,8.178,16.551,137.827,135.392,146.792,3.779,11.215,13.986,12.385,24.673,231.431,231.226,232.213,49.867,49.968,49.925,2.124,2.195,2.055,0.939,0.905,0.914,0.838,0.897,0.862,0.874,0.81,9.317,9.593,8.958,87.022,86.282,91.528,8.918,8.153,8.327,34.793,33.139,35.36,37.769,36.121,38.476,9.514,8.742,8.881,32.182,30.943,32.788,36.662,35.169,37.301,42.912,45.734,42.486
2026-03-08T09:03:53.328269,148.134,147.18,155.582,3.47,7.496,9.322,8.142,16.509,137.302,136.105,147.048,3.785,11.233,14.015,12.303,24.624,231.66,231.329,231.714,49.899,49.86,49.947,2.119,2.199,2.058,0.937,0.9,0.915,0.842,0.896,0.861,0.873,0.811,9.268,9.572,8.931,86.961,86.569,91.502,8.894,8.131,8.314,34.677,33.276,35.493,37.738,36.09,38.528,9.547,8.69,8.907,32.177,30.966,32.779,36.655,35.193,37.374,42.92,45.823,42.403
2026-03-08T09:03:54.326081,147.874,147.034,155.366,3.415,7.524,9.344,8.127,16.435,136.962,136.327,147.0,3.796,11.293,14.045,12.288,24.511,231.761,230.897,231.813,49.927,49.953,49.876,2.112,2.209,2.063,0.937,0.899,0.914,0.844,0.897,0.862,0.875,0.812,9.248,9.501,8.87,86.771,86.785,91.78,8.911,8.103,8.334,34.704,33.293,35.498,37.685,36.126,38.472,9.552,8.677,8.926,32.119,31.053,32.817,36.627,35.269,37.431,42.913,45.749,42.454
2026-03-08T09:03:55.334255,147.644,147.649,155.601,3.372,7.539,9.353,8.078,16.391,136.562,136.858,147.341,3.827,11.339,14.063,12.208,24.414,231.567,230.75,231.954,49.974,49.971,49.904,2.115,2.209,2.065,0.94,0.899,0.915,0.843,0.897,0.859,0.877,0.815,9.202,9.498,8.838,86.518,86.851,91.46,8.928,8.075,8.346,34.672,33.276,35.415,37.648,36.167,38.547,9.543,8.635,8.925,32.099,31.021,32.881,36.556,35.291,37.401,42.932,45.689,42.402
2026-03-08T09:03:56.325684,146.947,147.994,155.643,3.321,7.574,9.33,8.063,16.341,136.358,137.181,146.967,3.854,11.342,14.064,12.202,24.34,231.149,230.405,232.125,49.964,49.917,49.861,2.109,2.214,2.064,0.938,0.898,0.915,0.847,0.897,0.858,0.876,0.817,9.187,9.455,8.842,86.358,87.285,91.547,8.91,8.049,8.364,34.593,33.366,35.488,37.613,36.317,38.59,9.553,8.608,8.931,32.022,31.136,32.899,36.494,35.316,37.439,42.906,45.809,42.401
2026-03-08T09:03:57.351665,146.69,148.459,155.597,3.279,7.595,9.353,8.02,16.196,136.319,137.995,147.087,3.888,11.42,14.064,12.107,24.198,231.255,230.941,231.721,49.996,49.889,49.814,2.105,2.212,2.073,0.937,0.899,0.915,0.849,0.899,0.86,0.876,0.818,9.196,9.47,8.805,86.118,87.237,91.518,8.933,8.026,8.399,34.462,33.393,35.535,37.598,36.311,38.635,9.562,8.613,8.963,31.961,31.126,32.851,36.453,35.278,37.397,42.844,45.749,42.412
2026-03-08T09:03:58.350623,146.657,148.638,155.579,3.236,7.641,9.335,7.979,16.118,135.724,138.435,147.296,3.921,11.456,14.062,12.085,24.003,231.907,230.091,231.698,49.82,49.923,49.985,2.101,2.216,2.074,0.94,0.895,0.919,0.85,0.899,0.858,0.876,0.821,9.167,9.466,8.84,86.157,87.416,91.584,8.914,8.015,8.414,34.465,33.378,35.557,37.485,36.302,38.557,9.555,8.579,8.976,32.045,31.152,32.878,36.435,35.373,37.455,42.814,45.705,42.419
2026-03-08T09:03:59.343761,146.492,148.89,155.607,3.214,7.656,9.333,7.97,16.002,135.88,138.454,147.292,3.968,11.496,14.093,12.012,23.892,232.126,230.09,232.08,49.901,49.808,49.827,2.098,2.227,2.074,0.938,0.895,0.917,0.853,0.896,0.857,0.878,0.823,9.195,9.476,8.84,85.852,87.933,91.695,8.931,7.978,8.432,34.419,33.469,35.56,37.481,36.385,38.647,9.571,8.555,8.982,31.95,31.166,32.955,36.404,35.32,37.582,42.879,45.766,42.388
2026-03-08T09:04:00.369087,146.478,149.061,155.694,3.181,7.691,9.352,7.916,15.894,135.556,138.936,147.027,3.999,11.562,14.071,11.978,23.677,231.9,229.843,231.8,49.916,49.849,49.805,2.091,2.232,2.072,0.937,0.893,0.919,0.854,0.896,0.856,0.877,0.824,9.213,9.491,8.839,85.785,88.15,91.778,8.931,7.978,8.439,34.364,33.521,35.538,37.447,36.455,38.666,9.549,8.538,9.002,31.882,31.153,32.911,36.297,35.459,37.563,42.837,45.788,42.384
2026-03-08T09:04:01.359126,146.235,149.828,155.924,3.16,7.723,9.328,7.894,15.82,135.493,139.24,146.917,4.05,11.587,14.035,11.92,23.512,231.615,230.636,231.678,49.868,49.997,49.816,2.088,2.236,2.077,0.939,0.895,0.921,0.858,0.897,0.857,0.879,0.826,9.222,9.526,8.886,85.743,88.033,91.69,8.907,7.939,8.453,34.296,33.495,35.569,37.347,36.485,38.664,9.548,8.524,9.039,31.914,31.248,32.897,36.204,35.429,37.567,42.909,45.657,42.444
2026-03-08T09:04:02.338776,145.727,150.029,155.293,3.152,7.754,9.333,7.846,15.697,134.752,140.048,147.212,4.103,11.624,14.026,11.882,23.345,231.656,230.256,231.581,49.806,49.962,49.871,2.082,2.237,2.079,0.939,0.895,0.921,0.86,0.897,0.853,0.88,0.827,9.272,9.565,8.907,85.782,88.566,91.651,8.902,7.942,8.472,34.386,33.605,35.598,37.368,36.556,38.717,9.528,8.513,9.051,31.781,31.275,33.004,36.249,35.529,37.625,42.93,45.684,42.288
2026-03-08T09:04:03.374923,145.583,150.169,155.404,3.15,7.799,9.297,7.819,15.528,134.625,140.551,146.674,4.172,11.693,14.0,11.843,23.16,232.306,229.672,231.867,49.916,49.943,49.886,2.08,2.245,2.079,0.937,0.894,0.921,0.862,0.897,0.853,0.883,0.83,9.34,9.606,8.975,85.706,88.576,91.476,8.897,7.936,8.469,34.309,33.571,35.608,37.304,36.578,38.688,9.54,8.48,9.053,31.754,31.346,33.023,36.191,35.596,37.626,42.849,45.68,42.416
2026-03-08T09:04:04.345869,145.703,150.559,155.364,3.148,7.847,9.288,7.812,15.391,134.531,140.687,146.546,4.221,11.75,13.972,11.779,22.998,232.056,230.281,231.994,49.877,49.878,49.944,2.072,2.252,2.08,0.938,0.893,0.921,0.862,0.897,0.854,0.882,0.832,9.381,9.67,9.031,85.452,88.957,91.549,8.899,7.912,8.496,34.233,33.575,35.612,37.246,36.528,38.769,9.51,8.493,9.08,31.8,31.31,32.963,36.129,35.573,37.598,42.778,45.775,42.392
2026-03-08T09:04:05.345389,145.571,151.152,154.999,3.175,7.859,9.265,7.771,15.305,134.58,141.242,146.606,4.281,11.809,13.962,11.759,22.75,231.596,230.23,231.48,49.843,49.827,49.804,2.066,2.254,2.083,0.936,0.892,0.922,0.863,0.896,0.852,0.883,0.834,9.462,9.718,9.065,85.493,88.965,91.303,8.869,7.893,8.509,34.13,33.63,35.704,37.18,36.709,38.715,9.517,8.473,9.104,31.751,31.439,32.972,36.152,35.604,37.612,42.769,45.602,42.401
2026-03-08T09:04:06.357506,145.541,151.541,155.424,3.189,7.894,9.239,7.749,15.131,134.769,141.272,146.73,4.334,11.874,13.9,11.693,22.603,231.781,229.961,232.027,49.801,49.829,49.908,2.067,2.26,2.088,0.936,0.891,0.924,0.865,0.895,0.853,0.884,0.835,9.503,9.788,9.159,85.513,89.221,91.429,8.885,7.888,8.56,34.16,33.696,35.752,37.144,36.679,38.786,9.505,8.473,9.147,31.717,31.477,33.056,36.004,35.657,37.607,42.847,45.768,42.295
2026-03-08T09:04:07.352747,145.628,151.695,154.737,3.22,7.938,9.23,7.721,15.012,134.492,141.639,146.188,4.37,11.921,13.903,11.652,22.374,231.897,229.814,231.323,49.896,49.926,49.829,2.061,2.263,2.09,0.935,0.894,0.926,0.866,0.897,0.854,0.883,0.838,9.616,9.863,9.205,85.212,89.259,91.405,8.855,7.883,8.572,34.15,33.805,35.743,37.014,36.738,38.725,9.475,8.445,9.171,31.634,31.546,33.048,36.068,35.788,37.674,42.858,45.651,42.33
2026-03-08T09:04:08.354150,145.642,152.008,154.926,3.248,7.983,9.197,7.687,14.904,134.268,141.891,146.187,4.43,11.991,13.859,11.616,22.182,231.771,229.934,231.781,49.929,49.844,49.811,2.054,2.27,2.091,0.936,0.891,0.926,0.868,0.893,0.852,0.887,0.837,9.685,9.98,9.309,85.336,89.345,91.239,8.84,7.899,8.583,34.047,33.783,35.744,36.989,36.737,38.844,9.464,8.45,9.191,31.594,31.508,32.999,35.98,35.751,37.738,42.826,45.747,42.296
2026-03-08T09:04:09.357480,145.28,152.2,154.938,3.295,8.029,9.175,7.64,14.768,134.395,142.118,146.116,4.476,12.019,13.788,11.576,21.996,232.251,229.792,231.114,49.998,49.969,49.96,2.054,2.277,2.092,0.934,0.891,0.927,0.871,0.895,0.852,0.885,0.84,9.764,10.049,9.373,85.256,89.591,91.031,8.813,7.9,8.623,34.023,33.891,35.786,36.985,36.891,38.851,9.441,8.466,9.189,31.608,31.583,33.053,35.982,35.873,37.622,42.806,45.581,42.332
2026-03-08T09:04:10.352048,145.337,152.098,154.805,3.328,8.067,9.135,7.605,14.613,134.372,142.494,145.486,4.509,12.1,13.728,11.508,21.817,232.368,229.124,231.54,49.914,49.974,49.865,2.049,2.277,2.092,0.935,0.89,0.925,0.872,0.894,0.851,0.887,0.842,9.877,10.163,9.476,85.489,89.606,90.792,8.812,7.875,8.618,33.963,33.929,35.712,36.932,36.868,38.895,9.434,8.445,9.211,31.55,31.623,33.112,35.82,35.915,37.646,42.854,45.628,42.254
2026-03-08T09:04:11.355754,145.707,152.184,154.456,3.387,8.12,9.078,7.586,14.511,134.542,142.942,145.174,4.542,12.137,13.709,11.47,21.603,232.577,229.198,231.259,49.982,49.849,49.815,2.048,2.282,2.093,0.935,0.892,0.929,0.872,0.893,0.852,0.887,0.842,9.977,10.263,9.559,85.301,89.967,90.814,8.789,7.883,8.665,34.007,34.003,35.753,36.925,36.97,38.862,9.424,8.461,9.238,31.465,31.676,33.047,35.836,36.014,37.682,42.837,45.586,42.302
2026-03-08T09:04:12.368563,145.639,152.497,154.429,3.425,8.156,9.066,7.574,14.36,134.425,142.93,145.459,4.575,12.228,13.627,11.429,21.449,232.249,229.649,230.864,50.002,49.924,49.886,2.041,2.289,2.09,0.931,0.893,0.927,0.874,0.891,0.854,0.89,0.843,10.064,10.351,9.671,85.34,89.757,90.763,8.773,7.885,8.657,33.955,34.011,35.837,36.841,37.064,38.898,9.39,8.464,9.266,31.464,31.738,33.115,35.782,36.026,37.795,42.813,45.712,42.284
2026-03-08T09:04:13.373081,145.581,152.861,154.065,3.478,8.197,9.004,7.552,14.237,134.36,143.378,145.056,4.588,12.287,13.576,11.421,21.215,232.149,229.088,231.071,49.86,49.945,49.957,2.043,2.3,2.098,0.93,0.891,0.929,0.874,0.891,0.853,0.889,0.844,10.146,10.485,9.781,85.395,90.094,90.512,8.772,7.886,8.7,33.835,34.023,35.754,36.861,37.063,38.861,9.39,8.471,9.276,31.465,31.742,33.172,35.736,36.017,37.814,42.818,45.552,42.226
2026-03-08T09:04:14.386086,145.789,152.816,153.861,3.536,8.213,8.969,7.512,14.159,134.564,143.151,144.814,4.611,12.362,13.517,11.382,21.112,232.392,229.531,231.013,49.97,49.921,49.899,2.039,2.299,2.095,0.929,0.894,0.932,0.876,0.891,0.854,0.892,0.843,10.282,10.563,9.846,85.448,90.19,90.429,8.746,7.901,8.709,33.9,34.069,35.771,36.835,37.172,38.811,9.358,8.467,9.304,31.45,31.791,33.183,35.783,36.088,37.701,42.768,45.596,42.225
2026-03-08T09:04:15.407807,145.992,152.679,153.712,3.585,8.278,8.94,7.484,14.036,134.734,143.589,144.566,4.617,12.423,13.428,11.318,20.953,232.402,229.403,231.36,49.831,49.887,49.917,2.032,2.314,2.094,0.93,0.893,0.931,0.877,0.888,0.854,0.892,0.843,10.359,10.693,9.946,85.762,90.246,90.329,8.729,7.909,8.728,33.898,34.189,35.823,36.832,37.259,38.935,9.338,8.482,9.337,31.439,31.916,33.172,35.757,36.141,37.73,42.77,45.59,42.326
2026-03-08T09:04:16.417040,146.239,153.196,153.073,3.639,8.298,8.896,7.464,13.966,135.1,143.655,144.199,4.616,12.482,13.394,11.279,20.754,231.895,228.902,231.17,49.854,49.989,49.871,2.03,2.313,2.097,0.927,0.895,0.932,0.876,0.889,0.855,0.891,0.846,10.49,10.775,10.069,85.699,90.001,90.148,8.7,7.932,8.77,33.803,34.293,35.859,36.731,37.291,38.837,9.299,8.5,9.369,31.405,31.972,33.082,35.676,36.266,37.771,42.714,45.664,42.304
2026-03-08T09:04:17.391545,146.423,153.121,153.049,3.688,8.337,8.853,7.453,13.844,135.216,143.688,143.761,4.614,12.506,13.314,11.277,20.64,232.352,229.153,231.051,49.889,49.927,49.986,2.03,2.323,2.1,0.928,0.893,0.934,0.876,0.886,0.856,0.892,0.845,10.561,10.889,10.152,85.821,90.099,89.957,8.661,7.962,8.767,33.729,34.254,35.834,36.651,37.25,38.972,9.29,8.537,9.391,31.269,31.946,33.104,35.617,36.362,37.77,42.696,45.528,42.194
2026-03-08T09:04:18.396098,146.289,152.679,152.601,3.725,8.384,8.805,7.414,13.768,135.574,143.322,143.58,4.606,12.591,13.232,11.236,20.555,232.715,228.686,230.573,49.949,49.961,49.969,2.027,2.329,2.102,0.925,0.894,0.933,0.875,0.888,0.856,0.893,0.846,10.667,10.963,10.248,85.756,90.082,89.816,8.649,7.977,8.794,33.692,34.327,35.786,36.72,37.431,38.988,9.258,8.55,9.426,31.353,32.017,33.142,35.674,36.403,37.847,42.756,45.599,42.188
2026-03-08T09:04:19.453065,146.449,152.66,152.603,3.768,8.427,8.728,7.394,13.708,135.741,143.415,143.192,4.585,12.633,13.143,11.177,20.475,232.449,228.648,230.462,49.853,50.006,49.973,2.023,2.334,2.098,0.926,0.895,0.934,0.876,0.886,0.856,0.895,0.845,10.765,11.045,10.314,85.919,89.948,89.879,8.621,7.996,8.822,33.737,34.426,35.848,36.654,37.374,38.99,9.232,8.546,9.434,31.337,32.13,33.127,35.592,36.379,37.862,42.727,45.596,42.267
2026-03-08T09:04:20.418804,147.08,152.943,152.078,3.789,8.457,8.692,7.39,13.671,135.744,143.577,142.579,4.554,12.706,13.073,11.155,20.371,231.906,228.308,231.139,49.907,49.835,49.982,2.021,2.342,2.101,0.923,0.898,0.937,0.875,0.884,0.857,0.895,0.844,10.827,11.149,10.416,86.201,90.132,89.564,8.584,7.991,8.856,33.76,34.433,35.835,36.674,37.453,38.872,9.194,8.575,9.447,31.189,32.079,33.153,35.57,36.487,37.758,42.775,45.529,42.203
2026-03-08T09:04:21.405341,146.934,152.823,151.844,3.822,8.491,8.653,7.344,13.667,136.332,143.105,142.173,4.52,12.783,13.006,11.106,20.343,232.284,228.352,230.65,49.877,50.009,49.829,2.015,2.338,2.099,0.925,0.899,0.938,0.874,0.884,0.858,0.897,0.843,10.906,11.235,10.487,86.109,90.099,89.528,8.566,8.037,8.858,33.673,34.423,35.804,36.649,37.481,38.933,9.168,8.606,9.466,31.199,32.149,33.109,35.556,36.471,37.8,42.808,45.572,42.23
